,Unnamed: 0.1,Unnamed: 0,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,Documentary,War,Musical,Western,Film-Noir,cluster
141530,141530,141531,31,4,9,86,13,49,132,29,49,49,13,18,24,9,4,12,4,0,0,3
95456,95456,95457,208,128,66,150,102,56,177,230,91,150,36,40,150,7,6,46,17,11,4,0
116725,116725,116726,84,7,25,117,33,86,190,132,62,158,29,27,56,9,0,29,10,22,0,1
112629,112629,112630,37,3,0,29,4,38,107,83,46,58,8,26,28,0,0,68,0,6,9,1
139320,139320,139321,221,88,82,229,91,113,462,261,155,307,51,128,270,70,77,48,39,11,9,3
142742,142742,142743,30,12,26,118,31,103,213,48,41,67,7,16,16,7,5,22,12,8,0,3
29244,29244,29245,64,6,49,115,30,75,144,87,36,76,0,9,25,0,0,29,6,29,0,4
54921,54921,54922,185,113,138,197,122,165,332,195,119,165,32,57,66,21,4,47,132,14,4,4
130240,130240,130241,274,46,69,240,119,158,361,289,157,265,39,58,152,39,4,36,26,10,8,1
1763,1763,1764,19,14,13,129,22,81,190,14,25,38,3,18,27,3,11,8,29,0,0,2
158167,158167,158168,56,19,15,26,20,11,79,61,56,55,0,20,41,17,0,14,0,3,0,3
89282,89282,89283,31,4,4,19,20,10,48,40,25,18,13,7,16,8,0,8,3,3,4,0
30743,30743,30744,52,33,43,81,27,66,150,66,61,94,10,17,25,8,8,19,27,8,0,4
130561,130561,130562,9,1,1,9,4,0,31,31,25,22,0,10,19,27,0,2,0,0,0,1
30764,30764,30765,18,2,3,25,9,45,137,38,26,46,6,23,8,0,0,34,2,7,14,4
86232,86232,86233,435,36,29,569,133,156,897,728,489,685,212,165,473,10,88,178,56,60,130,0
39993,39993,39994,160,7,22,85,36,74,235,229,127,210,21,56,122,24,0,51,5,17,5,4
80654,80654,80655,44,39,52,58,32,67,74,27,10,10,9,6,10,9,0,12,34,0,0,0
119108,119108,119109,46,13,21,25,6,14,62,44,26,47,4,0,17,13,0,14,13,4,0,1
124761,124761,124762,74,0,3,55,27,39,118,96,37,52,4,20,55,4,0,12,0,3,0,1
27053,27053,27054,17,6,5,9,11,5,15,15,8,10,1,4,6,7,0,1,0,0,0,4
76472,76472,76473,32,6,11,153,12,63,47,38,32,33,0,0,3,7,0,4,6,13,0,0
121012,121012,121013,124,26,21,93,43,34,199,186,85,94,17,50,143,47,3,40,4,9,4,1
86748,86748,86749,735,132,141,816,414,273,982,1376,568,1280,630,298,850,221,0,135,46,68,10,0
65984,65984,65985,145,9,9,28,36,9,43,188,60,85,0,21,116,96,5,12,0,0,0,0
127189,127189,127190,332,66,65,233,152,91,363,454,181,409,219,125,288,40,11,64,35,11,4,1
85863,85863,85864,49,0,0,13,0,19,50,98,34,100,0,16,24,0,0,9,0,3,0,0
79443,79443,79444,28,0,0,25,3,21,32,39,19,44,0,10,19,0,0,4,0,0,0,0
91702,91702,91703,102,8,20,265,39,183,510,177,166,195,20,69,59,4,17,91,22,4,11,0
114987,114987,114988,18,3,3,24,7,17,27,41,22,39,0,0,8,0,0,6,3,4,0,1
139411,139411,139412,11,0,4,28,7,15,87,23,41,81,70,18,20,0,0,0,0,0,0,3
151641,151641,151642,2,0,2,30,1,6,27,14,34,23,5,18,0,0,0,3,1,4,0,3
158392,158392,158393,75,13,9,40,17,14,52,112,21,95,51,23,101,8,0,11,0,0,0,3
78392,78392,78393,11,3,3,49,7,29,35,8,11,14,0,2,7,0,0,0,0,0,0,0
99938,99938,99939,154,4,7,98,29,74,128,274,57,161,9,19,80,0,0,67,7,18,4,1
36732,36732,36733,0,0,5,28,5,26,49,5,29,24,3,13,0,0,0,12,0,0,4,4
116526,116526,116527,123,22,30,54,64,24,49,167,47,92,27,12,64,27,0,8,9,0,5,1
40962,40962,40963,13,3,3,43,12,17,12,24,2,6,0,0,13,0,0,3,4,3,0,4
33364,33364,33365,65,0,0,5,31,9,40,102,28,54,0,42,80,60,0,9,0,0,0,4
129564,129564,129565,184,43,85,266,125,123,122,119,46,50,2,18,65,63,2,0,24,0,0,1
97518,97518,97519,9,3,3,33,1,3,33,27,25,39,9,10,14,6,5,4,4,4,0,0
28089,28089,28090,58,25,25,52,30,29,99,93,58,98,14,20,44,11,0,20,19,7,0,4
39053,39053,39054,126,35,61,380,89,132,182,63,60,118,53,71,56,4,0,10,18,7,0,4
11157,11157,11158,83,16,16,45,37,16,67,80,33,62,5,19,49,13,0,16,6,0,0,2
42265,42265,42266,89,32,26,41,46,19,93,135,48,156,56,40,65,30,0,11,0,1,0,4
84057,84057,84058,17,8,13,28,19,16,23,27,6,30,9,0,6,0,0,0,8,0,0,0
16564,16564,16565,129,0,8,70,9,37,63,211,55,131,10,5,80,0,0,14,8,0,0,2
156409,156409,156410,16,0,0,24,9,18,30,4,11,10,7,3,10,0,0,5,0,0,0,3
54254,54254,54255,18,0,0,24,5,14,43,57,28,41,10,5,17,11,0,3,0,7,0,4
75818,75818,75819,133,65,95,332,74,261,595,142,164,273,63,135,102,50,0,43,7,11,8,0
107190,107190,107191,29,0,0,63,6,63,299,87,53,77,4,23,14,0,0,110,0,7,4,1
2588,2588,2589,118,0,7,111,61,83,81,113,27,44,9,16,84,68,5,4,9,0,0,2
68818,68818,68819,0,0,0,139,8,78,213,0,0,0,0,4,0,0,0,0,0,0,0,0
127197,127197,127198,94,16,12,70,6,21,119,113,21,99,35,27,237,4,0,16,3,0,4,1
109151,109151,109152,13,0,0,31,0,14,56,20,22,40,29,12,13,0,0,0,0,0,0,1
5851,5851,5852,188,45,68,233,61,110,472,223,182,269,54,84,101,0,3,76,44,44,24,2
132205,132205,132206,148,0,6,83,48,21,125,194,33,190,180,30,346,0,0,5,4,8,3,1
120523,120523,120524,43,16,17,63,30,29,114,46,53,66,12,17,37,0,0,8,1,0,0,1
98883,98883,98884,45,26,26,61,26,46,136,54,60,63,0,15,25,2,0,23,3,6,0,0
106216,106216,106217,32,9,10,39,13,21,88,32,43,61,19,22,39,4,0,9,0,0,4,1
116649,116649,116650,67,17,29,89,28,51,58,77,45,71,7,9,29,8,0,16,17,8,0,1
1189,1189,1190,131,15,14,221,65,83,291,197,190,228,46,92,114,31,12,31,13,11,12,2
51749,51749,51750,211,18,30,282,104,228,417,224,96,149,19,55,120,59,6,34,29,0,0,4
132280,132280,132281,68,43,71,76,32,31,44,12,7,15,0,3,9,18,17,8,31,0,0,1
54546,54546,54547,8,0,0,40,8,14,27,12,10,11,1,6,14,0,5,0,0,5,0,4
5067,5067,5068,448,147,217,962,213,647,1389,333,227,266,52,129,208,51,80,127,175,57,4,2
43754,43754,43755,52,0,8,141,39,184,270,70,85,164,18,87,72,0,19,43,14,18,23,4
90391,90391,90392,92,4,6,87,28,64,195,145,21,78,23,21,40,0,0,94,0,4,0,0
70746,70746,70747,174,45,71,682,118,339,1090,252,293,225,48,74,97,16,16,163,49,30,11,0
10765,10765,10766,48,2,8,99,28,36,94,65,29,62,36,29,47,20,3,3,10,17,11,2
42378,42378,42379,169,59,100,429,113,182,253,219,111,211,47,32,95,12,0,25,50,21,0,4
60474,60474,60475,402,345,254,342,283,129,264,412,126,354,331,118,203,157,5,34,98,4,3,4
97754,97754,97755,13,3,8,22,7,21,89,27,29,39,3,20,14,0,0,7,0,0,4,0
114878,114878,114879,129,19,19,80,36,56,123,137,44,65,9,29,99,38,0,37,7,14,3,1
143721,143721,143722,24,0,0,32,4,46,74,36,26,46,3,5,18,0,0,9,0,0,0,3
29343,29343,29344,570,249,245,565,306,340,858,583,231,523,224,217,527,80,39,94,130,14,19,4
79545,79545,79546,154,137,199,297,132,186,261,68,58,41,17,29,52,21,18,16,165,8,0,0
76049,76049,76050,228,53,47,171,97,86,413,381,240,266,61,88,205,37,7,90,14,11,8,0
48282,48282,48283,145,44,58,130,55,41,146,171,96,148,25,48,88,5,0,29,29,0,5,4
16111,16111,16112,62,10,14,43,30,4,15,73,7,14,16,0,46,16,0,4,1,0,0,2
114555,114555,114556,273,28,61,140,121,98,157,309,83,176,28,43,137,77,0,21,12,0,0,1
91298,91298,91299,46,18,20,88,16,54,60,50,10,13,10,11,31,0,0,3,0,0,0,0
102469,102469,102470,19,6,10,28,11,8,17,11,3,10,3,0,5,0,0,0,6,0,0,1
82687,82687,82688,9,1,2,35,7,17,38,1,23,19,18,15,7,0,0,10,0,0,0,0
60565,60565,60566,167,41,64,375,87,226,482,213,184,222,62,77,136,14,3,62,30,10,14,4
45271,45271,45272,80,0,0,54,22,26,65,143,62,107,8,15,52,15,0,7,0,5,0,4
138986,138986,138987,17,7,7,43,7,15,70,7,10,30,23,14,10,0,0,4,6,4,5,3
8569,8569,8570,118,16,16,116,32,29,149,130,121,137,15,58,105,8,4,25,4,8,5,2
10324,10324,10325,561,215,230,1303,411,610,1386,745,515,795,367,307,434,28,63,97,180,42,47,2
80627,80627,80628,268,39,60,164,93,61,151,309,70,195,37,38,173,33,4,15,12,8,5,0
45173,45173,45174,238,135,123,593,116,76,251,301,227,217,34,82,186,116,0,32,16,7,0,4
20762,20762,20763,20,3,11,31,5,21,70,34,40,62,7,21,13,7,5,15,3,7,0,2
97860,97860,97861,40,3,6,30,6,8,33,44,17,40,0,10,24,0,0,12,3,6,0,0
127675,127675,127676,53,0,0,93,28,41,185,61,56,43,23,37,56,5,19,22,10,25,24,1
16200,16200,16201,72,47,16,77,67,34,160,72,56,86,1,54,79,19,17,18,7,2,0,2
44426,44426,44427,74,4,14,45,31,67,275,59,65,84,11,46,22,4,0,63,4,20,30,4
145596,145596,145597,305,82,78,237,118,139,400,453,183,269,12,95,224,161,0,42,14,11,2,3
35154,35154,35155,6,0,6,52,3,18,18,2,5,2,1,0,4,0,0,0,6,4,0,4
144708,144708,144709,9,5,0,21,5,18,45,6,21,22,4,4,4,0,5,4,4,0,0,3
94988,94988,94989,37,15,35,95,23,66,74,24,7,25,0,1,13,9,0,4,15,4,5,0
119737,119737,119738,330,25,36,385,93,184,549,545,319,518,168,118,262,3,0,65,28,56,9,1
51694,51694,51695,57,13,12,6,15,8,49,70,17,19,8,15,42,14,0,5,0,0,0,4
77517,77517,77518,140,52,54,114,55,49,158,109,20,59,3,13,74,40,0,14,9,0,4,0
109858,109858,109859,38,9,12,54,13,14,46,63,20,60,33,20,37,0,3,18,0,0,0,1
7654,7654,7655,270,118,142,671,186,451,701,187,131,191,43,81,203,21,27,94,85,10,23,2
102513,102513,102514,65,28,59,143,35,77,118,119,53,103,6,10,27,15,0,11,24,2,0,1
144643,144643,144644,33,10,21,116,11,93,166,23,14,36,3,4,11,9,10,13,5,8,0,3
71578,71578,71579,149,51,28,99,67,46,131,182,48,102,15,21,100,26,0,28,12,6,4,0
126010,126010,126011,10,0,9,54,4,32,46,12,4,4,0,0,8,0,0,2,3,4,0,1
130248,130248,130249,37,10,12,45,11,42,60,36,13,29,0,8,21,0,0,10,9,4,0,1
32838,32838,32839,76,50,83,187,48,112,237,95,109,134,23,42,51,9,10,29,51,19,3,4
123272,123272,123273,122,15,44,136,64,82,198,94,81,72,21,40,25,11,0,26,35,16,7,1
121433,121433,121434,391,106,160,1486,235,589,1154,556,371,523,216,165,281,5,15,85,122,59,10,1
106428,106428,106429,6,0,3,27,0,16,33,19,26,23,14,4,6,0,0,10,0,0,0,1
109095,109095,109096,100,35,74,242,75,137,139,51,45,37,8,24,14,50,0,4,29,0,0,1
28686,28686,28687,6,0,3,33,10,32,117,2,18,2,0,11,4,0,10,8,5,0,0,4
67311,67311,67312,51,7,16,187,33,131,326,91,114,147,58,49,54,0,3,39,21,20,25,0
138022,138022,138023,34,1,11,81,13,89,148,88,40,113,12,28,14,5,0,31,5,16,0,3
141692,141692,141693,48,10,32,58,16,16,113,91,71,88,17,13,31,5,2,11,2,17,0,3
59093,59093,59094,120,47,48,150,66,139,366,67,92,117,35,56,45,32,13,24,56,9,9,4
69643,69643,69644,37,20,32,107,53,174,117,28,0,10,0,7,14,5,0,17,122,4,0,0
40350,40350,40351,51,14,25,73,15,40,77,66,43,75,9,0,27,15,0,15,14,5,0,4
56607,56607,56608,503,100,73,467,232,128,522,742,286,545,209,152,514,105,12,61,32,28,22,4
104080,104080,104081,24,0,3,29,22,20,32,31,6,3,7,0,15,0,0,16,1,0,0,1
102786,102786,102787,70,7,7,66,10,6,31,135,40,78,7,7,63,17,4,3,7,0,0,1
5860,5860,5861,231,88,184,125,91,100,165,222,54,193,30,59,88,8,0,18,84,8,0,2
116355,116355,116356,10,0,0,30,0,27,117,23,81,55,0,27,0,0,0,9,0,4,5,1
50410,50410,50411,80,5,5,80,25,25,136,156,110,150,0,45,50,35,0,15,0,5,0,4
112611,112611,112612,23,5,11,84,16,82,33,17,0,16,0,1,6,0,0,0,17,3,0,1
104840,104840,104841,12,0,0,41,7,25,30,31,22,28,4,7,6,0,0,5,0,8,0,1
54700,54700,54701,57,6,6,32,3,13,25,54,30,65,2,5,14,8,0,0,6,2,0,4
127388,127388,127389,29,18,49,108,29,74,85,9,10,30,10,19,7,0,0,10,32,3,5,1
114551,114551,114552,55,12,24,72,8,38,84,57,30,57,3,8,25,0,0,7,11,0,0,1
58934,58934,58935,699,238,297,894,285,334,511,954,224,538,184,73,688,12,0,84,144,81,4,4
33212,33212,33213,295,59,32,206,122,58,427,407,217,359,126,125,379,103,0,28,16,15,11,4
146589,146589,146590,56,13,9,17,15,18,196,97,115,121,8,42,68,40,0,44,5,7,4,3
34661,34661,34662,70,11,8,16,31,40,164,103,60,90,10,57,72,55,0,28,0,4,1,4
41714,41714,41715,33,18,25,103,31,132,187,16,47,32,10,31,12,10,0,18,30,0,20,4
154837,154837,154838,263,92,36,169,119,127,479,332,149,282,52,119,401,55,0,61,10,27,30,3
61902,61902,61903,163,49,48,133,101,91,145,173,51,112,28,38,108,75,0,13,35,0,4,4
143689,143689,143690,141,18,26,394,48,174,867,211,434,453,24,135,123,15,128,97,32,18,31,3
49786,49786,49787,271,68,69,129,123,86,196,237,50,125,16,59,135,106,4,45,14,5,0,4
142861,142861,142862,93,20,28,160,75,79,211,193,92,279,200,64,211,5,0,23,12,14,10,3
82985,82985,82986,24,4,0,67,29,44,227,19,82,124,58,61,31,3,23,0,10,4,12,0
151663,151663,151664,47,5,8,63,18,22,55,52,32,39,4,7,28,4,0,10,5,8,0,3
2532,2532,2533,59,20,22,65,27,23,82,97,54,61,20,14,37,16,0,8,14,3,0,2
16253,16253,16254,217,71,64,146,98,61,320,224,107,162,40,42,146,37,0,18,4,12,0,2
77314,77314,77315,11,0,0,37,0,4,28,38,31,23,1,1,11,4,0,4,4,3,0,0
50666,50666,50667,38,6,9,20,18,14,41,27,10,15,1,0,36,9,0,8,1,0,0,4
77738,77738,77739,6,0,9,39,10,18,27,23,13,17,0,4,0,0,4,3,0,0,0,0
154241,154241,154242,35,14,22,36,11,13,53,39,35,47,6,5,16,10,0,11,14,4,0,3
78879,78879,78880,21,7,25,164,23,97,153,24,17,6,5,8,19,0,5,24,10,0,0,0
60217,60217,60218,90,22,15,144,38,116,354,108,106,122,22,45,55,23,4,20,10,0,7,4
17281,17281,17282,92,18,13,94,31,40,117,121,55,85,44,31,92,19,5,20,15,5,0,2
15291,15291,15292,39,7,7,17,3,8,27,39,22,41,9,0,15,7,0,3,7,3,0,2
130342,130342,130343,21,13,13,19,25,12,26,15,7,20,8,3,15,0,0,3,8,0,0,1
8437,8437,8438,20,0,4,32,0,21,53,9,9,19,0,7,9,4,4,12,0,7,0,2
104850,104850,104851,48,16,27,149,34,43,85,89,52,85,50,28,56,6,5,3,11,3,4,1
83548,83548,83549,17,0,0,26,1,16,43,45,29,40,18,17,40,2,0,6,0,0,0,0
160011,160011,160012,12,0,0,57,4,42,155,18,53,25,8,18,0,0,0,58,2,4,3,3
155203,155203,155204,37,18,44,157,28,154,313,58,73,95,6,26,17,10,0,20,34,22,6,3
136075,136075,136076,125,101,96,274,74,198,403,53,80,84,14,30,45,38,12,19,39,0,0,3
101219,101219,101220,70,18,7,103,46,43,240,96,142,181,36,94,61,2,10,19,3,4,17,1
128781,128781,128782,8,0,3,45,3,28,61,7,22,18,0,9,4,0,0,5,3,0,0,1
32764,32764,32765,94,21,40,131,24,80,153,111,49,101,14,20,45,11,0,17,18,8,0,4
95048,95048,95049,77,4,0,86,23,51,215,152,83,126,29,38,78,5,4,47,3,16,4,0
123095,123095,123096,38,3,0,25,19,17,47,40,32,29,6,0,13,3,0,0,11,0,0,1
82984,82984,82985,29,4,14,104,19,21,80,38,57,63,52,36,37,0,3,15,5,7,4,0
13719,13719,13720,72,82,54,31,68,22,50,54,10,65,41,34,72,25,0,7,7,3,0,2
37027,37027,37028,24,17,32,50,19,17,66,15,31,35,4,3,4,10,5,6,16,0,0,4
143025,143025,143026,33,9,11,45,19,24,57,39,30,38,0,20,31,0,0,9,0,5,0,3
104637,104637,104638,52,45,60,103,41,73,134,46,10,50,4,5,27,15,0,14,43,5,0,1
50431,50431,50432,42,4,4,4,8,4,28,55,25,27,0,8,39,27,0,0,0,0,0,4
87447,87447,87448,64,16,12,64,34,45,221,98,117,99,8,40,36,20,10,16,14,8,4,0
161703,161703,161704,317,94,159,693,140,481,800,261,125,172,12,56,98,63,25,65,43,12,5,3
43879,43879,43880,29,3,3,17,16,10,50,45,19,24,3,10,13,0,0,14,0,0,2,4
87039,87039,87040,100,34,20,64,34,28,82,70,27,57,14,24,98,2,0,3,8,0,2,0
61893,61893,61894,32,0,5,50,8,8,74,45,36,67,30,42,47,8,9,9,5,4,0,4
78853,78853,78854,41,27,40,72,19,51,57,25,6,11,0,0,14,9,0,0,18,7,0,0
32075,32075,32076,93,25,22,80,28,60,233,137,105,133,25,45,80,36,1,32,22,14,6,4
9956,9956,9957,213,13,39,667,112,296,1012,366,488,609,56,193,146,3,31,83,31,53,43,2
63360,63360,63361,28,0,0,28,13,11,99,65,74,55,4,8,21,16,0,24,0,4,0,0
141485,141485,141486,17,0,2,49,2,25,76,6,18,12,0,9,6,0,0,13,8,3,5,3
113601,113601,113602,3,1,3,8,1,1,8,7,3,10,1,4,4,0,0,0,3,0,0,1
122895,122895,122896,60,0,0,9,10,7,92,159,55,92,30,4,110,75,0,25,0,0,0,1
98542,98542,98543,360,199,185,277,277,170,263,219,74,106,35,59,145,82,0,23,78,3,0,0
133857,133857,133858,85,12,25,179,28,64,165,86,48,54,10,15,90,0,0,40,16,4,0,3
124495,124495,124496,370,153,164,561,277,300,702,421,270,455,243,154,244,169,3,32,43,15,7,1
158483,158483,158484,39,25,8,57,21,44,204,70,118,121,16,42,50,9,4,18,0,0,8,3
83811,83811,83812,239,13,8,181,80,77,156,285,91,156,31,32,217,63,0,18,3,11,5,0
9948,9948,9949,247,47,66,252,118,127,310,259,137,234,26,69,186,51,8,22,29,3,4,2
77120,77120,77121,105,10,27,163,55,134,303,170,128,141,9,41,56,74,0,37,14,5,4,0
141282,141282,141283,522,83,114,516,191,326,717,735,363,570,83,128,353,100,11,105,42,31,10,3
20280,20280,20281,20,13,19,36,5,32,82,7,15,10,3,0,6,3,0,4,3,5,0,2
7832,7832,7833,54,25,21,28,33,8,55,58,29,42,0,19,32,20,0,11,0,0,0,2
5979,5979,5980,190,3,61,778,119,721,1170,201,196,290,69,118,95,3,0,107,89,26,19,2
6483,6483,6484,29,0,7,41,8,34,41,41,33,58,56,18,15,5,0,5,0,0,0,2
60897,60897,60898,18,6,3,26,3,26,50,21,24,43,0,10,12,0,0,4,0,0,0,4
66731,66731,66732,541,17,21,172,192,92,259,851,174,459,104,79,520,220,0,43,26,3,0,0
95263,95263,95264,174,24,26,285,77,152,283,205,86,132,37,51,191,0,2,29,31,7,0,0
72660,72660,72661,322,49,55,165,129,33,220,386,132,201,32,46,228,102,0,56,6,10,0,0
134507,134507,134508,137,13,13,67,9,22,106,149,24,122,43,28,282,0,0,13,0,4,0,3
83201,83201,83202,43,0,0,34,6,17,30,68,33,68,6,3,25,4,0,6,0,4,0,0
18084,18084,18085,967,246,482,1604,484,517,1180,1608,537,1134,372,195,768,57,43,254,158,65,7,2
109840,109840,109841,40,10,13,64,8,16,71,38,49,68,0,15,19,5,4,5,5,5,0,1
146777,146777,146778,290,66,110,801,120,168,420,489,263,415,338,107,249,7,10,103,52,25,5,3
56916,56916,56917,164,43,64,110,106,89,148,216,76,150,59,21,107,103,2,9,7,4,0,4
45407,45407,45408,238,59,89,215,123,106,250,251,128,186,55,43,161,41,0,34,26,4,2,4
34223,34223,34224,20,8,8,34,11,8,45,30,41,63,65,20,21,4,0,0,8,5,0,4
100839,100839,100840,32,6,9,33,3,26,70,33,18,32,3,0,16,6,0,7,6,6,0,1
71900,71900,71901,50,8,12,112,9,113,188,71,85,87,12,18,26,8,5,16,8,15,0,0
84014,84014,84015,42,0,4,53,11,44,165,69,61,80,13,41,25,4,4,47,0,14,12,0
136503,136503,136504,47,9,13,64,34,78,117,70,24,38,28,15,47,20,0,10,26,0,0,3
136543,136543,136544,55,50,51,137,38,65,177,18,53,42,7,18,13,8,0,18,25,4,8,3
88276,88276,88277,41,30,88,119,47,44,88,13,6,6,1,6,11,6,4,0,27,3,0,0
54996,54996,54997,93,7,27,48,38,22,149,72,24,43,28,21,59,5,0,51,21,7,2,4
142564,142564,142565,73,5,9,32,9,5,53,89,36,74,5,10,31,5,0,9,0,14,0,3
21410,21410,21411,10,0,0,59,0,19,67,29,34,9,0,5,15,10,0,10,0,0,0,2
127412,127412,127413,354,100,100,471,163,253,683,346,252,277,53,179,217,12,20,112,117,100,40,1
156132,156132,156133,44,0,0,58,34,9,60,80,8,159,230,64,79,12,0,0,3,3,0,3
65989,65989,65990,61,6,11,66,37,31,109,68,59,69,8,32,24,17,0,20,0,0,4,0
94050,94050,94051,215,62,118,505,163,297,684,219,168,262,90,126,157,7,16,55,94,10,30,0
153895,153895,153896,31,6,12,66,16,37,76,30,23,42,3,6,18,0,8,6,7,0,0,3
68927,68927,68928,162,35,62,154,68,85,122,128,37,75,13,27,94,28,9,0,27,3,3,0
115998,115998,115999,47,12,23,72,17,41,76,59,41,73,8,8,29,12,0,15,12,8,0,1
110571,110571,110572,17,9,13,25,7,15,43,18,15,30,3,0,6,9,0,10,9,3,0,1
117980,117980,117981,414,18,36,430,178,82,496,982,585,759,140,178,440,104,12,45,13,22,23,1
36400,36400,36401,12,0,0,73,11,23,35,17,14,31,4,10,3,0,0,0,0,4,0,4
67710,67710,67711,57,19,36,80,19,16,42,61,10,64,34,10,61,0,0,8,0,5,0,0
50523,50523,50524,315,59,72,268,110,95,374,584,311,411,43,76,243,89,13,88,20,2,7,4
8563,8563,8564,46,0,0,34,16,23,249,85,119,151,4,53,74,45,32,23,3,10,10,2
44128,44128,44129,80,86,58,156,39,47,98,50,45,13,4,20,42,7,0,11,5,9,0,4
42868,42868,42869,256,54,61,128,43,101,251,349,40,206,13,16,126,68,10,106,15,0,0,4
112567,112567,112568,19,7,7,28,2,10,33,36,36,59,5,0,4,2,0,4,7,1,0,1
89765,89765,89766,77,15,13,56,34,18,194,162,111,183,41,67,174,62,0,20,0,9,0,0
20013,20013,20014,226,29,38,285,66,48,219,375,202,283,92,46,197,12,8,38,37,25,4,2
8699,8699,8700,0,0,0,61,0,27,69,8,11,20,2,6,5,5,13,19,0,0,0,2
128480,128480,128481,51,6,6,50,11,32,71,68,35,82,4,5,38,8,0,15,6,4,0,1
118990,118990,118991,34,0,0,14,8,9,64,38,46,30,0,9,25,4,0,10,0,4,0,1
99654,99654,99655,75,14,24,166,25,130,159,83,55,42,4,17,33,4,0,15,1,12,0,0
28053,28053,28054,8,2,7,11,0,22,42,17,23,15,2,4,7,0,0,4,0,3,0,4
52639,52639,52640,40,0,0,9,0,5,26,46,20,47,3,0,24,5,0,2,0,3,0,4
123752,123752,123753,495,203,171,445,231,254,508,557,178,371,42,92,392,170,0,43,69,8,2,1
134381,134381,134382,21,0,0,14,15,6,41,16,15,25,3,19,23,3,0,3,0,2,3,3
95503,95503,95504,150,19,22,149,109,96,274,112,67,96,8,43,131,71,4,11,0,0,0,0
160114,160114,160115,61,5,0,35,27,8,89,86,52,60,4,18,52,17,0,20,0,0,5,3
132457,132457,132458,17,8,4,65,14,55,112,15,53,39,0,22,7,4,0,0,4,0,15,1
15618,15618,15619,28,5,5,24,5,30,34,32,11,40,0,11,11,0,0,0,0,0,0,2
80375,80375,80376,27,0,0,75,11,69,191,36,75,87,19,44,58,0,0,15,6,4,12,0
52708,52708,52709,37,7,4,60,10,45,97,72,35,86,23,18,74,7,0,15,3,0,0,4
154007,154007,154008,100,13,16,85,59,60,544,258,407,416,82,162,157,43,0,56,15,9,23,3
125378,125378,125379,74,44,83,244,49,140,150,93,41,96,4,14,14,15,0,10,35,18,0,1
141174,141174,141175,85,10,18,105,9,38,92,99,46,139,7,25,41,8,0,12,7,15,0,3
85326,85326,85327,36,0,6,146,22,78,299,66,177,174,35,71,26,0,4,24,3,8,20,0
142858,142858,142859,224,170,204,436,128,218,299,148,88,103,17,31,80,18,8,18,117,8,3,3
44893,44893,44894,15,0,1,91,17,36,108,7,12,20,1,22,9,0,0,8,0,2,0,4
107391,107391,107392,49,13,17,40,27,15,52,50,23,14,0,5,22,13,10,15,5,3,0,1
129470,129470,129471,90,28,29,54,33,20,56,124,48,55,11,18,31,27,1,19,0,0,0,1
84592,84592,84593,52,10,26,44,8,15,40,43,15,33,4,5,25,10,0,4,10,2,0,0
141189,141189,141190,184,28,21,430,90,273,1124,222,251,267,73,116,218,65,65,66,16,29,32,3
95314,95314,95315,45,15,23,69,25,55,79,44,19,46,0,1,11,14,0,19,15,14,0,0
153489,153489,153490,369,12,28,164,168,97,357,607,155,577,225,185,503,169,0,51,3,3,4,3
154673,154673,154674,116,42,31,166,54,55,300,170,180,175,33,61,97,13,22,51,2,22,20,3
109873,109873,109874,59,4,4,70,21,42,118,64,26,51,14,19,27,3,0,10,5,11,3,1
29508,29508,29509,116,27,101,149,26,129,200,109,39,109,1,22,46,7,0,17,35,3,0,4
74802,74802,74803,144,54,59,153,94,109,65,75,15,15,0,0,40,44,0,5,20,0,0,0
91615,91615,91616,200,88,92,383,128,199,644,141,235,198,33,98,77,38,35,64,27,23,55,0
64045,64045,64046,45,10,16,79,10,72,127,53,25,72,7,3,8,10,0,24,10,18,0,0
75896,75896,75897,379,36,137,535,174,201,450,382,213,257,152,46,355,4,54,74,73,145,14,0
161718,161718,161719,49,5,14,27,12,13,25,42,12,62,3,12,16,0,0,0,3,0,0,3
122866,122866,122867,23,9,24,98,12,51,83,39,40,59,6,6,9,9,0,2,9,3,0,1
122535,122535,122536,67,36,78,106,38,73,118,64,28,56,8,8,22,10,4,14,27,5,0,1
122526,122526,122527,8,0,2,76,5,54,84,10,8,13,7,4,2,0,0,0,2,0,0,1
15792,15792,15793,114,4,10,80,18,66,177,117,54,73,30,23,54,0,0,50,23,60,11,2
14682,14682,14683,297,109,122,131,107,61,130,284,90,167,6,37,131,114,0,28,29,3,0,2
144721,144721,144722,25,4,4,20,0,5,27,26,14,40,9,12,18,4,0,0,4,6,0,3
150085,150085,150086,105,87,73,78,59,38,60,78,22,32,26,8,51,0,0,11,35,0,0,3
157132,157132,157133,83,47,88,149,78,79,66,57,11,49,15,17,22,13,0,3,14,0,0,3
84775,84775,84776,308,57,185,966,194,634,1698,338,392,526,46,208,148,47,41,154,90,33,7,0
85352,85352,85353,19,7,11,51,4,11,15,11,7,14,8,6,15,0,0,0,4,0,0,0
31006,31006,31007,28,14,21,49,23,30,88,44,40,61,1,13,19,9,0,15,9,2,0,4
9954,9954,9955,71,18,18,21,15,7,32,67,9,18,0,0,38,20,0,9,0,0,0,2
86471,86471,86472,20,3,3,31,15,13,60,23,11,28,11,13,8,0,0,0,3,4,0,0
